,UniprotID,GeneName,Schirmer_2003,Korfali_2010,Wilkie_2010,Korfali_2012,Korfali_2012_NE:MM-ratio,Cheng_2019,Cheng_2019_Score:Undiff,Cheng_2019_Score:Adipo,Cheng_2019_Score:Myo,#ProteomePapers,HPA,HPA_reliability,HPA_loc,Results,Uniprot_NEorER,Uniprot_subcell
39,Q8N163,Ccar2,1.0,1.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,3.0,1,Validated,Nucleoplasm: Validated;Nuclear bodies: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8N163', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20160719'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24824780'}], 'value': 'Recruited to chromatin, post-UV irradiation. Sequestered to the cytoplasm in the presence of MCC. Translocated to the cytoplasm during UV-induced apoptosis'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18445686'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20074560'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20160719'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '23352644'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24824780'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24962073'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25661920'}], 'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20160719'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24824780'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18445686'}], 'value': 'Cytoplasm, cytoskeleton, spindle', 'id': 'SL-0251'}}]}]}",0.0,"Nucleus, Cytoplasm, Cytoplasm, cytoskeleton, spindle"
40,Q6NW34,Nepro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Supported,Nucleus: Supported;Nucleoli: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q6NW34', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8R2U2'}], 'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8R2U2'}], 'value': 'Nucleus, nucleolus', 'id': 'SL-0188'}}]}]}",0.0,"Nucleus, Nucleus, nucleolus"
41,Q969X5,Ergic1,1.0,1.0,1.0,1.0,2.25,0.0,0.0,0.0,0.0,4.0,1,Validated,Nucleoplasm: Supported;Vesicles: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q969X5', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Cycles between the endoplasmic reticulum and the Golgi'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus membrane"
42,Q8NC56,Lemd2,1.0,1.0,1.0,1.0,98.51,1.0,0.8546747378355506,0.668287009515802,0.9809776110493696,5.0,1,Validated,Nuclear membrane: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8NC56', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16339967'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28242692'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32494070'}], 'value': 'Lamina-associated protein residing in the inner nuclear membrane (INM) of the nuclear envelope (NE) (PubMed:16339967). The localization to the INM is dependent on LMNA (PubMed:16339967). Evenly distributed around the NE during interphase (PubMed:16339967). During metaphase, found in a reticular network (PubMed:28242692). Recruited to the reforming NE on chromatin disks in early anaphase (PubMed:28242692). In late anaphase, concentrates at the NE core proximal to spindle microtubules, and then broadening to a distributed nuclear rim pattern (PubMed:28242692, PubMed:32494070)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16339967'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17097643'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28242692'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30905398'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32494070'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16339967'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28242692'}], 'value': 'Nucleus envelope', 'id': 'SL-0178'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32494070'}], 'value': 'Cytoplasm, cytoskeleton, spindle', 'id': 'SL-0251'}}]}]}",1.0,"Nucleus inner membrane, Nucleus envelope, Cytoplasm, cytoskeleton, spindle"
44,Q9UH99,SUN2,0.0,1.0,1.0,1.0,74.71,1.0,0.917980252722086,0.8562839971567991,0.9792842699948928,4.0,1,Supported,Nuclear membrane: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9UH99', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15082709'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15082709'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15082709'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17132086'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17724119'}], 'value': 'Nucleus envelope', 'id': 'SL-0178'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10818110'}], 'value': 'Endosome membrane', 'id': 'SL-0100'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",1.0,"Nucleus inner membrane, Nucleus envelope, Endosome membrane"
45,P42166,TMPO,0.0,1.0,0.0,1.0,531.21,1.0,0.7855267330020482,0.5221378744123918,0.5251148740095454,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P42166', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Expressed diffusely throughout the nucleus'}]}, 'subcellularLocations': [{'location': {'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'value': 'Chromosome', 'id': 'SL-0468'}}]}]}",0.0,"Nucleus, Chromosome"
46,Q14739,LBR,0.0,1.0,1.0,1.0,inf,1.0,0.6430857171191001,0.8872235216356129,0.8392866309492312,4.0,1,Validated,Nuclear membrane: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q14739', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21327084'}], 'value': 'Nucleus; nuclear rim'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32694168'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '8157662'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21327084'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21327084'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21327084'}], 'value': 'Nucleus', 'id': 'SL-0191'}}]}]}",1.0,"Nucleus inner membrane, Endoplasmic reticulum membrane, Cytoplasm, Nucleus"
47,Q8TEM1,NUP210,0.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8TEM1', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2195063'}], 'value': 'Nucleus, nuclear pore complex', 'id': 'SL-0185'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2195063'}], 'value': 'Nucleus membrane', 'id': 'SL-0182'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2195063'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2195063'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2195063'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,"Nucleus, nuclear pore complex, Nucleus membrane, Endoplasmic reticulum membrane"
48,Q9BTV4,TMEM43,0.0,1.0,1.0,1.0,6.55,1.0,0.7388337388857177,0.6607883319021107,0.5348738226498856,4.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BTV4', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Retained in the inner nuclear membrane through interaction with EMD and A- and B-lamins. The N- and C-termini are oriented towards the nucleoplasm. The majority of the hydrophilic domain resides in the endoplasmic reticulum lumen (By similarity)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32614325'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}}, {'location': {'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '34050020'}], 'value': 'Cell membrane', 'id': 'SL-0039'}}]}]}",1.0,"Endoplasmic reticulum membrane, Nucleus inner membrane, Cell membrane"
49,Q5JTV8,TOR1AIP1,0.0,1.0,1.0,1.0,1613.57,1.0,0.8725088145693706,0.6168108952660513,0.7984363769711873,4.0,1,Validated,Nuclear membrane: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q5JTV8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12061773'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24275647'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12061773'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24275647'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 4', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25461922'}], 'value': 'Found mainly in the nuclear envelope and also inside the nucleus'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25461922'}], 'value': 'Nucleus envelope', 'id': 'SL-0178'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25461922'}], 'value': 'Nucleus', 'id': 'SL-0191'}}]}]}",1.0,"Nucleus inner membrane, Nucleus envelope, Nucleus"
50,P50402,EMD,0.0,1.0,1.0,1.0,20.24,1.0,0.603330246805736,0.6989947022433876,0.629420530754914,4.0,1,Validated,Nuclear membrane: Validated;Endoplasmic reticulum: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P50402', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Colocalized with BANF1 at the central region of the assembling nuclear rim, near spindle-attachment sites. The accumulation of different intermediates of prelamin-A/C (non-farnesylated or carboxymethylated farnesylated prelamin-A/C) in fibroblasts modify its localization in the nucleus'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19167377'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19167377'}], 'value': 'Nucleoplasmic side', 'id': 'SL-9915'}}, {'location': {'value': 'Nucleus outer membrane', 'id': 'SL-0183'}}]}]}",1.0,"Nucleus inner membrane, Nucleus outer membrane"
51,Q8IXM6,NRM,0.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,3.0,1,Validated,Nuclear membrane: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8IXM6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10402458'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15542857'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '23092226'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10402458'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15542857'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '23092226'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Nucleus inner membrane
52,Q8WXH0,SYNE2,0.0,1.0,1.0,1.0,inf,1.0,0.990823560457748,0.8932111382367451,1.0,4.0,1,Validated,Nuclear membrane: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8WXH0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Different isoform patterns are found in the different compartments of the cell. The isoforms having the C-terminal transmembrane span can be found in several organellar membranes like the nuclear envelope, the sarcoplasmic reticulum of myoblasts, or the lamellipodia and focal adhesions at the cell membrane. The largest part of the outer nuclear membrane-associated protein is cytoplasmic, while its C-terminal part is associated with the nuclear envelope, most probably the outer nuclear membrane. Remains associated with the nuclear envelope during its breakdown in mitotic cells. Shorter soluble isoforms can be found in the cytoplasm and within the nucleus'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Nucleus outer membrane', 'id': 'SL-0183'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cytoplasmic side', 'id': 'SL-9910'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '15671068'}], 'value': 'Sarcoplasmic reticulum membrane', 'id': 'SL-0241'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'value': 'Cytoplasm, cytoskeleton', 'id': 'SL-0090'}}, {'location': {'value': 'Mitochondrion', 'id': 'SL-0173'}}, {'location': {'value': 'Nucleus, nucleoplasm', 'id': 'SL-0190'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '15671068'}], 'value': 'Cytoplasm, myofibril, sarcomere, Z line', 'id': 'SL-0314'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 8', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22768332'}], 'value': 'In U2OS cells'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22768332'}], 'value': 'Cell junction, focal adhesion', 'id': 'SL-0118'}}]}]}",1.0,"Nucleus outer membrane, Sarcoplasmic reticulum membrane, Cell membrane, Cytoplasm, cytoskeleton, Mitochondrion, Nucleus, nucleoplasm, Cytoplasm, myofibril, sarcomere, Z line, Cell junction, focal adhesion"
53,Q8NF91,SYNE1,0.0,1.0,1.0,1.0,inf,1.0,0.971846654884756,0.925595188387316,0.9796251657068464,4.0,1,Supported,Nucleoplasm: Supported;Nuclear membrane: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8NF91', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'The largest part of the protein is cytoplasmic, while its C-terminal part is associated with the nuclear envelope, most probably the outer nuclear membrane. In skeletal and smooth muscles, a significant amount is found in the sarcomeres. In myoblasts, relocalized from the nuclear envelope to the nucleus and cytoplasm during cell differentiation'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Nucleus outer membrane', 'id': 'SL-0183'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cytoplasmic side', 'id': 'SL-9910'}}, {'location': {'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'value': 'Nucleus envelope', 'id': 'SL-0178'}}, {'location': {'value': 'Cytoplasm, cytoskeleton', 'id': 'SL-0090'}}, {'location': {'value': 'Cytoplasm, myofibril, sarcomere', 'id': 'SL-0313'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform GSRP-56', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16875688'}], 'value': 'Golgi apparatus', 'id': 'SL-0132'}}]}]}",1.0,"Nucleus outer membrane, Nucleus, Nucleus envelope, Cytoplasm, cytoskeleton, Cytoplasm, myofibril, sarcomere, Golgi apparatus"
54,Q9Y2U8,LEMD3,0.0,1.0,1.0,1.0,inf,1.0,0.9613635604257867,0.9438324625566684,1.0,4.0,1,Supported,Nuclear membrane: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9Y2U8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15647271'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15647271'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Nucleus inner membrane
55,O94901,SUN1,0.0,1.0,1.0,1.0,inf,1.0,0.9655767250399336,0.8338007952960839,0.976783034986516,4.0,1,Validated,Nuclear membrane: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O94901', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9D666'}], 'value': 'At oocyte MI stage localized around the spindle, at MII stage localized to the spindle poles'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12958361'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16445915'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17132086'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18845190'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19933576'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12958361'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16445915'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17132086'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18845190'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19933576'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",1.0,Nucleus inner membrane
56,A8CG34,POM121C,0.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'A8CG34', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Stably associated with the NPC throughout interphase and the endoplasmic reticulum during metaphase'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17900573'}], 'value': 'Nucleus, nuclear pore complex', 'id': 'SL-0185'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17900573'}], 'value': 'Nucleus membrane', 'id': 'SL-0182'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17900573'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,"Nucleus, nuclear pore complex, Nucleus membrane, Endoplasmic reticulum membrane"
